20201228 0
20201229 0
20201230 0
20201231 0
20210101 0
20210102 0
20210103 0
20210104 0
20210105 0
20210106 0
20210107 0
20210108 0
20210109 0
20210110 0
20210111 0
20210112 0
20210113 0
20210114 0
20210115 0
20210116 0
20210117 0
20210118 0
20210119 0
20210120 0
20210121 0
20210122 0
20210123 0
20210124 0
20210125 0
20210126 0
20210127 0
20210128 0
20210129 0
20210130 0
20210131 0
20210201 0
20210202 0
20210203 0
20210204 0
20210205 0
20210206 0
20210207 0
20210208 0
20210209 0
20210210 0
20210211 0
20210212 0
20210213 0
20210214 0
20210215 0
20210216 0
20210217 0
20210218 0
20210219 0
20210220 0
20210221 0
20210222 0
20210223 0
20210224 0
20210225 0
20210226 0
20210227 0
20210228 0
20210301 0
20210302 0
20210303 0
20210304 0
20210305 0
20210306 0
20210307 0
20210308 0
20210309 0
20210310 0
20210311 0
20210312 0
20210313 0
20210314 0
20210315 0
20210316 0
20210317 0
20210318 0
20210319 0
20210320 0
20210321 0
20210322 0
20210323 0
20210324 0
20210325 0
20210326 0
20210327 0
20210328 0
20210329 0
20210330 0
20210331 0
20210401 0
20210402 0
20210403 0
20210404 0
20210405 0
20210406 0
20210407 0
20210408 0
20210409 0
20210410 0
20210411 0
20210412 0
20210413 0
20210414 0
20210415 0
20210416 0
20210417 0
20210418 0
20210419 0
20210420 0
20210421 0
20210422 0
20210423 0
20210424 0
20210425 0
20210426 0
20210427 0
20210428 0
20210429 0
20210430 0
20210501 0
20210502 0
20210503 0
20210504 0
20210505 0
20210506 0
20210507 0
20210508 0
20210509 0
20210510 0
20210511 0
20210512 0
20210513 0
20210514 0
20210515 0
20210516 0
20210517 0
20210518 0
20210519 0
20210520 0
20210521 0
20210522 0
20210523 0
20210524 0
20210525 0
20210526 1 22:47 23:51
20210527 1 23:26 00:54
20210528 0
20210529 1 00:46 01:15
20210530 0
20210531 0
20210601 0
20210602 0
20210603 0
20210604 0
20210605 0
20210606 0
20210607 0
20210608 0
20210609 0
20210610 0
20210611 0
20210612 0
20210613 0
20210614 0
20210615 0
20210616 0
20210617 0
20210618 0
20210619 0
20210620 0
20210621 0
20210622 0
20210623 0
20210624 1 22:32 23:58
20210625 1 23:14 00:58
20210626 0
20210627 1 00:21 01:28
20210628 0
20210629 0
20210630 0
20210701 0
20210702 0
20210703 0
20210704 0
20210705 0
20210706 0
20210707 0
20210708 0
20210709 0
20210710 0
20210711 0
20210712 0
20210713 0
20210714 0
20210715 0
20210716 0
20210717 0
20210718 0
20210719 0
20210720 0
20210721 0
20210722 0
20210723 1 22:48 23:42
20210724 1 23:20 00:38
20210725 0
20210726 1 00:26 00:51
20210727 0
20210728 0
20210729 0
20210730 0
20210731 0
20210801 0
20210802 0
20210803 0
20210804 0
20210805 0
20210806 0
20210807 0
20210808 0
20210809 0
20210810 0
20210811 0
20210812 0
20210813 0
20210814 0
20210815 0
20210816 0
20210817 0
20210818 0
20210819 0
20210820 0
20210821 0
20210822 0
20210823 0
20210824 0
20210825 0
20210826 0
20210827 0
20210828 0
20210829 0
20210830 0
20210831 0
20210901 0
20210902 0
20210903 0
20210904 0
20210905 0
20210906 0
20210907 0
20210908 0
20210909 0
20210910 0
20210911 0
20210912 0
20210913 0
20210914 0
20210915 0
20210916 0
20210917 0
20210918 0
20210919 0
20210920 0
20210921 0
20210922 0
20210923 0
20210924 0
20210925 0
20210926 0
20210927 0
20210928 0
20210929 0
20210930 0
20211001 0
20211002 0
20211003 0
20211004 0
20211005 0
20211006 0
20211007 0
20211008 0
20211009 0
20211010 0
20211011 0
20211012 0
20211013 0
20211014 0
20211015 0
20211016 0
20211017 0
20211018 0
20211019 0
20211020 0
20211021 0
20211022 0
20211023 0
20211024 0
20211025 0
20211026 0
20211027 0
20211028 0
20211029 0
20211030 0
20211031 0
20211101 0
20211102 0
20211103 0
20211104 0
20211105 0
20211106 1 11:17 12:29
20211107 1 12:09 13:12
20211108 0
20211109 0
20211110 0
20211111 0
20211112 0
20211113 0
20211114 0
20211115 0
20211116 0
20211117 0
20211118 0
20211119 0
20211120 0
20211121 0
20211122 0
20211123 0
20211124 0
20211125 0
20211126 0
20211127 0
20211128 0
20211129 0
20211130 0
20211201 0
20211202 0
20211203 0
20211204 0
20211205 1 11:02 12:28
20211206 1 11:57 13:13
20211207 0
20211208 0
20211209 0
20211210 0
20211211 0
20211212 0
20211213 0
20211214 0
20211215 0
20211216 0
20211217 0
20211218 0
20211219 0
20211220 0
20211221 0
20211222 0
20211223 0
20211224 0
20211225 0
20211226 0
20211227 0
20211228 0
20211229 0
20211230 0
20211231 0
